,matched_numbers,matched_numbers_count
1773,[],0
1774,"['19', '33']",2
1775,"['11', '33']",2
1776,['11'],1
1777,[],0
1778,['42'],1
1779,[],0
1780,['21'],1
1781,[],0
1782,[],0
1783,['33'],1
1784,['21'],1
1785,[],0
1786,"['19', '33']",2
1787,['33'],1
1788,"['21', '42']",2
1789,[],0
1790,[],0
1791,[],0
1792,['19'],1
1793,['11'],1
1794,[],0
1795,['11'],1
1796,[],0
1797,[],0
1798,[],0
1799,[],0
1800,[],0
1801,[],0
1802,[],0
1803,[],0
1804,['11'],1
1805,['21'],1
1806,['21'],1
1807,[],0
1808,[],0
1809,['33'],1
1810,['33'],1
1811,"['21', '33']",2
1812,['19'],1
1813,"['21', '33']",2
1814,['19'],1
1815,[],0
1816,"['11', '42']",2
1817,[],0
1818,['33'],1
1819,[],0
1820,['33'],1
1821,[],0
1822,['21'],1
1823,[],0
1824,['21'],1
1825,"['11', '19']",2
1826,[],0
1827,[],0
1828,['11'],1
1829,['42'],1
1830,['11'],1
1831,[],0
1832,['21'],1
1833,['11'],1
1834,['19'],1
1835,[],0
1836,[],0
1837,['11'],1
1838,[],0
1839,"['33', '42']",2
1840,[],0
1841,['19'],1
1842,['19'],1
1843,['19'],1
1844,"['19', '42']",2
1845,[],0
1846,['11'],1
1847,[],0
1848,[],0
1849,[],0
1850,['19'],1
1851,['21'],1
1852,[],0
1853,['11'],1
1854,['21'],1
1855,['11'],1
1856,['19'],1
1857,[],0
1858,[],0
1859,['33'],1
1860,[],0
1861,"['11', '19']",2
1862,['19'],1
1863,['21'],1
1864,[],0
1865,['33'],1
1866,[],0
1867,['21'],1
1868,['21'],1
1869,['19'],1
1870,['21'],1
1871,[],0
1872,['11'],1
1873,[],0
1874,[],0
1875,"['11', '42']",2
1876,['11'],1
1877,[],0
1878,[],0
1879,['11'],1
1880,['11'],1
1881,[],0
1882,"['21', '33']",2
1883,[],0
1884,['21'],1
1885,[],0
1886,['33'],1
1887,['21'],1
1888,[],0
1889,[],0
1890,['21'],1
1891,"['19', '42']",2
1892,[],0
1893,"['33', '42']",2
1894,['33'],1
1895,[],0
1896,[],0
1897,[],0
1898,['11'],1
1899,['19'],1
1900,[],0
1901,['33'],1
1902,[],0
1903,[],0
1904,[],0
1905,['21'],1
1906,[],0
1907,['42'],1
1908,[],0
1909,['11'],1
1910,['19'],1
1911,['33'],1
1912,"['21', '42']",2
1913,"['11', '19']",2
1914,['19'],1
1915,[],0
1916,['42'],1
1917,[],0
1918,['21'],1
1919,['33'],1
1920,['42'],1
1921,"['33', '42']",2
1922,[],0
1923,['19'],1
1924,['42'],1
1925,[],0
1926,['11'],1
1927,[],0
1928,"['19', '21']",2
1929,[],0
1930,[],0
1931,['11'],1
1932,[],0
1933,['11'],1
1934,['33'],1
1935,['11'],1
1936,[],0
1937,"['11', '21']",2
1938,[],0
1939,[],0
1940,[],0
1941,"['11', '42']",2
1942,[],0
1943,[],0
1944,[],0
1945,"['19', '42']",2
1946,['42'],1
1947,[],0
1948,['21'],1
1949,['11'],1
1950,['19'],1
1951,[],0
1952,"['11', '21']",2
1953,"['11', '42']",2
1954,[],0
1955,[],0
1956,['21'],1
1957,['21'],1
1958,[],0
1959,[],0
1960,[],0
1961,[],0
1962,['11'],1
1963,"['19', '21']",2
1964,['42'],1
1965,['21'],1
1966,[],0
1967,[],0
1968,['19'],1
1969,"['11', '33']",2
1970,[],0
1971,['42'],1
1972,"['19', '33']",2
1973,[],0
1974,['11'],1
1975,"['11', '42']",2
1976,['19'],1
1977,[],0
1978,['11'],1
1979,[],0
1980,['42'],1
1981,[],0
1982,['19'],1
1983,['19'],1
1984,[],0
1985,['19'],1
1986,[],0
1987,['11'],1
1988,['19'],1
1989,[],0
1990,['11'],1
1991,['33'],1
1992,['42'],1
1993,[],0
1994,['19'],1
1995,[],0
1996,[],0
1997,[],0
1998,"['11', '33']",2
1999,['19'],1
2000,['42'],1
2001,[],0
2002,"['19', '21']",2
2003,[],0
2004,[],0
2005,['19'],1
2006,[],0
2007,[],0
2008,['11'],1
2009,[],0
2010,['33'],1
2011,['33'],1
2012,['33'],1
2013,[],0
2014,[],0
2015,[],0
2016,[],0
2017,[],0
2018,[],0
2019,[],0
2020,['19'],1
2021,[],0
2022,[],0
2023,[],0
2024,[],0
2025,[],0
2026,[],0
2027,['42'],1
2028,"['11', '19']",2
2029,[],0
2030,[],0
2031,[],0
2032,[],0
2033,[],0
2034,"['21', '42']",2
2035,['21'],1
2036,[],0
2037,"['21', '42']",2
2038,"['21', '42']",2
2039,[],0
2040,[],0
2041,[],0
2042,['19'],1
2043,[],0
2044,[],0
2045,[],0
2046,[],0
2047,"['11', '21']",2
2048,[],0
2049,[],0
2050,['21'],1
2051,['11'],1
2052,"['19', '42']",2
2053,[],0
2054,[],0
2055,['11'],1
2056,['11'],1
2057,['11'],1
2058,[],0
2059,[],0
2060,['11'],1
2061,[],0
2062,['11'],1
2063,['42'],1
2064,['42'],1
2065,[],0
2066,[],0
2067,[],0
2068,[],0
2069,[],0
2070,['19'],1
2071,[],0
2072,[],0
2073,['21'],1
2074,[],0
2075,[],0
2076,[],0
2077,[],0
2078,[],0
2079,['21'],1
2080,['21'],1
2081,[],0
2082,"['11', '42']",2
2083,['21'],1
2084,[],0
2085,['33'],1
2086,['21'],1
2087,['33'],1
2088,['11'],1
2089,[],0
2090,"['21', '42']",2
2091,['21'],1
2092,['11'],1
2093,[],0
2094,['21'],1
2095,[],0
2096,[],0
2097,[],0
2098,[],0
2099,['11'],1
2100,['19'],1
2101,[],0
2102,[],0
2103,[],0
2104,"['21', '33']",2
2105,['19'],1
2106,"['11', '19']",2
2107,[],0
2108,['21'],1
2109,[],0
2110,[],0
2111,[],0
2112,[],0
2113,['42'],1
2114,[],0
2115,['19'],1
2116,['21'],1
2117,[],0
2118,[],0
2119,[],0
2120,[],0
2121,['19'],1
2122,['33'],1
2123,['21'],1
2124,['42'],1
2125,[],0
2126,[],0
2127,['42'],1
2128,['33'],1
2129,['19'],1
2130,[],0
2131,['33'],1
2132,['11'],1
2133,[],0
2134,['19'],1
2135,[],0
2136,[],0
2137,[],0
2138,['19'],1
2139,[],0
2140,[],0
2141,['19'],1
2142,"['11', '19', '42']",3
2143,[],0
2144,[],0
2145,[],0
2146,[],0
2147,['33'],1
2148,"['11', '21']",2
2149,[],0
2150,['33'],1
2151,[],0
2152,[],0
2153,['33'],1
2154,[],0
2155,[],0
2156,[],0
2157,['19'],1
2158,"['19', '33']",2
2159,[],0
2160,['11'],1
2161,[],0
2162,[],0
2163,[],0
2164,[],0
2165,[],0
2166,[],0
2167,[],0
2168,"['19', '42']",2
2169,[],0
2170,"['33', '42']",2
2171,[],0
2172,['21'],1
2173,['33'],1
2174,['33'],1
2175,"['21', '42']",2
2176,[],0
2177,['19'],1
2178,"['11', '21']",2
2179,[],0
2180,[],0
2181,"['11', '42']",2
2182,"['19', '21']",2
2183,['11'],1
2184,[],0
2185,[],0
2186,['33'],1
2187,['42'],1
2188,[],0
2189,[],0
2190,[],0
2191,[],0
2192,"['21', '33']",2
2193,['42'],1
2194,['19'],1
2195,[],0
2196,[],0
2197,[],0
2198,[],0
2199,[],0
2200,[],0
2201,"['11', '42']",2
2202,[],0
2203,[],0
2204,['33'],1
2205,['11'],1
2206,[],0
2207,['33'],1
2208,[],0
2209,[],0
2210,"['33', '42']",2
2211,"['19', '42']",2
2212,['19'],1
2213,[],0
2214,[],0
2215,['21'],1
2216,['19'],1
2217,[],0
2218,['11'],1
2219,[],0
2220,['11'],1
2221,[],0
2222,[],0
2223,[],0
2224,['42'],1
2225,[],0
2226,['33'],1
2227,['11'],1
2228,[],0
2229,['33'],1
2230,[],0
2231,[],0
2232,[],0
2233,"['21', '33', '42']",3
2234,[],0
2235,[],0
2236,['33'],1
2237,[],0
2238,[],0
2239,[],0
2240,['21'],1
2241,[],0
2242,[],0
2243,['11'],1
2244,['11'],1
2245,[],0
2246,[],0
2247,[],0
2248,[],0
2249,['33'],1
2250,[],0
2251,[],0
2252,['33'],1
2253,[],0
2254,['11'],1
2255,[],0
2256,[],0
2257,['11'],1
2258,[],0
2259,['11'],1
2260,['21'],1
2261,[],0
2262,[],0
2263,[],0
2264,[],0
2265,[],0
2266,[],0
2267,['11'],1
2268,[],0
2269,"['19', '21']",2
2270,[],0
2271,['21'],1
2272,[],0
2273,"['33', '42']",2
2274,"['11', '19']",2
2275,[],0
2276,[],0
2277,['19'],1
2278,[],0
2279,['11'],1
2280,[],0
2281,[],0
2282,[],0
2283,['42'],1
2284,['19'],1
2285,['33'],1
2286,[],0
2287,['33'],1
2288,['21'],1
2289,[],0
2290,['33'],1
2291,['42'],1
2292,[],0
2293,[],0
2294,[],0
2295,['21'],1
2296,['11'],1
2297,[],0
2298,['33'],1
2299,[],0
2300,['33'],1
2301,[],0
2302,"['19', '21', '42']",3
2303,[],0
2304,['42'],1
2305,[],0
2306,['42'],1
2307,[],0
2308,['19'],1
2309,[],0
2310,[],0
2311,['11'],1
2312,[],0
2313,[],0
2314,['19'],1
2315,[],0
2316,"['19', '33']",2
2317,[],0
2318,"['19', '21']",2
2319,"['11', '19']",2
2320,[],0
2321,[],0
2322,[],0
2323,[],0
2324,[],0
2325,[],0
2326,['11'],1
2327,[],0
2328,[],0
2329,['19'],1
2330,[],0
2331,"['19', '21']",2
2332,"['11', '33']",2
2333,[],0
2334,['33'],1
2335,[],0
2336,[],0
2337,[],0
2338,['21'],1
2339,['19'],1
2340,[],0
2341,[],0
2342,[],0
2343,['42'],1
2344,['19'],1
2345,[],0
2346,"['19', '21', '33']",3
2347,['19'],1
2348,['19'],1
2349,['19'],1
2350,[],0
2351,['21'],1
2352,[],0
2353,[],0
2354,"['11', '21']",2
2355,[],0
2356,[],0
2357,[],0
2358,[],0
2359,[],0
2360,"['19', '21', '33']",3
2361,"['19', '21', '33']",3
2362,['33'],1
2363,[],0
2364,['33'],1
2365,[],0
2366,['33'],1
2367,['33'],1
2368,['21'],1
2369,[],0
2370,[],0
2371,"['11', '21']",2
2372,[],0
2373,[],0
2374,"['11', '21']",2
2375,[],0
2376,[],0
2377,['21'],1
2378,[],0
2379,[],0
2380,[],0
2381,[],0
2382,[],0
2383,['42'],1
2384,['21'],1
2385,[],0
2386,[],0
2387,['21'],1
2388,['33'],1
2389,[],0
2390,[],0
2391,"['33', '42']",2
2392,['33'],1
2393,[],0
2394,[],0
2395,['33'],1
2396,[],0
2397,[],0
2398,['21'],1
2399,['33'],1
2400,['21'],1
2401,[],0
2402,[],0
2403,['21'],1
2404,[],0
2405,['21'],1
2406,"['11', '19']",2
2407,"['11', '19']",2
2408,[],0
2409,['42'],1
2410,['19'],1
2411,[],0
2412,[],0
2413,['33'],1
2414,['42'],1
2415,['11'],1
2416,[],0
2417,['11'],1
2418,[],0
2419,[],0
2420,['19'],1
2421,['33'],1
2422,"['11', '21']",2
2423,[],0
2424,[],0
2425,[],0
2426,['11'],1
2427,[],0
2428,[],0
2429,['11'],1
2430,"['19', '42']",2
2431,['21'],1
2432,['21'],1
2433,['11'],1
2434,[],0
2435,[],0
2436,[],0
2437,[],0
2438,['11'],1
2439,['42'],1
2440,[],0
2441,[],0
2442,[],0
2443,[],0
2444,[],0
2445,['11'],1
2446,[],0
2447,['19'],1
2448,[],0
2449,"['11', '33']",2
2450,"['19', '42']",2
2451,[],0
2452,[],0
2453,[],0
2454,[],0
2455,[],0
2456,[],0
2457,[],0
2458,['33'],1
2459,['42'],1
2460,[],0
2461,['11'],1
2462,[],0
2463,['42'],1
2464,[],0
2465,['21'],1
2466,['11'],1
2467,['21'],1
2468,['21'],1
2469,[],0
2470,[],0
2471,[],0
2472,['19'],1
2473,['19'],1
2474,['19'],1
2475,"['11', '33']",2
2476,[],0
2477,['19'],1
2478,[],0
2479,[],0
2480,[],0
2481,['11'],1
2482,['11'],1
2483,['42'],1
2484,[],0
2485,['33'],1
2486,"['11', '42']",2
2487,['21'],1
2488,"['11', '21']",2
2489,[],0
2490,"['11', '21']",2
2491,"['21', '33']",2
2492,[],0
2493,"['11', '42']",2
2494,['33'],1
2495,[],0
2496,[],0
2497,['11'],1
2498,[],0
2499,[],0
2500,['21'],1
2501,[],0
2502,[],0
2503,[],0
2504,['11'],1
2505,[],0
2506,[],0
2507,[],0
2508,[],0
2509,[],0
2510,['19'],1
2511,[],0
2512,['19'],1
2513,[],0
2514,[],0
2515,[],0
2516,[],0
2517,[],0
2518,['11'],1
2519,"['19', '33']",2
2520,"['11', '33', '42']",3
2521,[],0
2522,[],0
2523,[],0
2524,['42'],1
2525,[],0
2526,['11'],1
2527,['19'],1
2528,"['11', '21']",2
2529,['33'],1
2530,"['11', '19']",2
2531,[],0
2532,[],0
2533,['19'],1
2534,"['11', '21']",2
2535,"['11', '19']",2
2536,[],0
2537,[],0
2538,['33'],1
2539,[],0
2540,"['11', '19']",2
2541,['21'],1
2542,['21'],1
2543,[],0
2544,['19'],1
2545,[],0
2546,['42'],1
2547,[],0
2548,"['19', '33']",2
2549,['19'],1
2550,['21'],1
2551,['33'],1
2552,['11'],1
2553,"['33', '42']",2
2554,[],0
2555,[],0
2556,[],0
2557,[],0
2558,['21'],1
2559,[],0
2560,['42'],1
2561,['19'],1
2562,['21'],1
2563,['21'],1
2564,['42'],1
2565,[],0
2566,[],0
2567,['21'],1
2568,['42'],1
2569,['21'],1
2570,[],0
2571,['33'],1
2572,['11'],1
2573,['42'],1
2574,['42'],1
2575,['42'],1
2576,"['11', '19', '33']",3
2577,[],0
2578,['11'],1
2579,['42'],1
2580,[],0
2581,['33'],1
2582,[],0
2583,[],0
2584,['11'],1
2585,[],0
2586,[],0
2587,[],0
2588,[],0
2589,['11'],1
2590,['21'],1
2591,['21'],1
2592,['21'],1
2593,[],0
2594,[],0
2595,"['11', '21']",2
2596,[],0
2597,['19'],1
2598,[],0
2599,[],0
2600,['21'],1
2601,['21'],1
2602,[],0
2603,['21'],1
2604,['33'],1
2605,"['11', '19']",2
2606,['42'],1
2607,[],0
2608,"['19', '42']",2
2609,[],0
2610,"['11', '33']",2
2611,[],0
2612,['19'],1
2613,[],0
2614,[],0
2615,[],0
2616,['33'],1
2617,"['21', '33']",2
2618,['21'],1
2619,[],0
2620,[],0
2621,[],0
2622,['19'],1
2623,['19'],1
2624,['19'],1
2625,[],0
2626,['42'],1
2627,"['19', '21', '33']",3
2628,[],0
2629,['19'],1
2630,['42'],1
2631,['21'],1
2632,['19'],1
2633,"['11', '21']",2
2634,['33'],1
2635,[],0
2636,[],0
2637,"['19', '33']",2
2638,['19'],1
2639,['42'],1
2640,[],0
2641,[],0
2642,['19'],1
2643,[],0
2644,[],0
2645,[],0
2646,['19'],1
2647,['11'],1
2648,['42'],1
2649,[],0
2650,"['21', '33']",2
2651,['11'],1
2652,"['19', '33']",2
2653,['19'],1
2654,"['33', '42']",2
2655,['42'],1
2656,[],0
2657,[],0
2658,['19'],1
2659,[],0
2660,[],0
2661,[],0
2662,[],0
2663,['11'],1
2664,[],0
2665,['33'],1
2666,[],0
2667,['11'],1
2668,[],0
2669,['19'],1
2670,[],0
2671,['19'],1
2672,['21'],1
2673,[],0
2674,"['21', '33']",2
2675,[],0
2676,['11'],1
2677,[],0
2678,[],0
2679,[],0
2680,[],0
2681,[],0
2682,[],0
2683,[],0
2684,[],0
2685,['11'],1
2686,['11'],1
2687,[],0
2688,['21'],1
2689,['21'],1
2690,[],0
2691,[],0
2692,['33'],1
2693,['21'],1
2694,[],0
2695,[],0
2696,['19'],1
2697,[],0
2698,['21'],1
2699,['21'],1
2700,[],0
2701,['11'],1
2702,"['33', '42']",2
2703,[],0
2704,"['19', '33']",2
2705,[],0
2706,[],0
2707,['21'],1
2708,[],0
2709,[],0
2710,"['19', '21']",2
2711,"['19', '33']",2
2712,[],0
2713,[],0
2714,[],0
2715,['19'],1
2716,[],0
2717,[],0
2718,[],0
2719,['33'],1
2720,[],0
2721,[],0
2722,['21'],1
2723,[],0
2724,[],0
2725,['21'],1
2726,[],0
2727,[],0
2728,['42'],1
2729,['21'],1
2730,['21'],1
2731,['21'],1
2732,['42'],1
2733,"['19', '21']",2
2734,[],0
2735,[],0
2736,[],0
2737,"['19', '42']",2
2738,['19'],1
2739,['21'],1
2740,[],0
2741,['42'],1
2742,['42'],1
2743,[],0
2744,[],0
2745,[],0
2746,[],0
2747,['42'],1
2748,[],0
2749,[],0
2750,[],0
2751,['19'],1
2752,"['19', '33']",2
2753,[],0
2754,[],0
2755,"['19', '42']",2
2756,[],0
2757,['42'],1
2758,['19'],1
2759,['21'],1
2760,['19'],1
2761,['11'],1
2762,[],0
2763,[],0
2764,['21'],1
2765,['33'],1
2766,['21'],1
2767,['21'],1
2768,['33'],1
2769,"['33', '42']",2
2770,['11'],1
2771,[],0
2772,"['33', '42']",2
2773,['42'],1
2774,[],0
2775,[],0
2776,['11'],1
2777,[],0
2778,[],0
2779,[],0
2780,[],0
2781,[],0
2782,[],0
2783,[],0
2784,[],0
2785,[],0
2786,['11'],1
2787,['11'],1
2788,[],0
2789,"['21', '42']",2
2790,['33'],1
2791,[],0
2792,[],0
2793,"['11', '21']",2
2794,[],0
2795,['19'],1
2796,"['11', '33']",2
2797,[],0
2798,[],0
2799,[],0
2800,['11'],1
2801,[],0
2802,[],0
2803,[],0
2804,['33'],1
2805,[],0
2806,[],0
2807,['11'],1
2808,['21'],1
2809,[],0
2810,['42'],1
2811,[],0
2812,[],0
2813,[],0
2814,[],0
2815,[],0
2816,['42'],1
2817,['42'],1
2818,['42'],1
2819,['11'],1
2820,['11'],1
2821,[],0
2822,[],0
2823,[],0
2824,"['21', '33', '42']",3
2825,['33'],1
2826,[],0
2827,[],0
2828,['42'],1
2829,['42'],1
2830,[],0
2831,[],0
2832,"['11', '42']",2
2833,[],0
2834,['42'],1
2835,[],0
2836,"['11', '19']",2
2837,[],0
2838,"['11', '21']",2
2839,[],0
2840,[],0
2841,['11'],1
2842,[],0
2843,[],0
2844,[],0
2845,[],0
2846,['19'],1
2847,[],0
2848,['19'],1
2849,['11'],1
2850,"['11', '33']",2
2851,"['19', '21']",2
2852,['19'],1
2853,[],0
2854,[],0
2855,"['11', '33']",2
2856,"['11', '21']",2
2857,['21'],1
2858,['21'],1
2859,[],0
2860,"['21', '42']",2
2861,[],0
2862,['33'],1
2863,['11'],1
2864,[],0
2865,[],0
2866,"['19', '33']",2
2867,[],0
2868,['11'],1
2869,['11'],1
2870,['19'],1
2871,['33'],1
2872,[],0
2873,[],0
2874,[],0
2875,['21'],1
2876,[],0
2877,"['11', '19']",2
2878,['19'],1
2879,[],0
2880,[],0
2881,[],0
2882,[],0
2883,[],0
2884,[],0
2885,['42'],1
2886,[],0
2887,['11'],1
2888,[],0
2889,"['11', '33', '42']",3
2890,[],0
2891,[],0
2892,['33'],1
2893,['42'],1
2894,[],0
2895,['19'],1
2896,[],0
2897,['21'],1
2898,[],0
2899,[],0
2900,[],0
2901,[],0
2902,"['11', '19']",2
2903,[],0
2904,[],0
2905,[],0
2906,[],0
2907,[],0
2908,[],0
2909,[],0
2910,[],0
2911,['21'],1
2912,[],0
2913,['33'],1
2914,[],0
2915,[],0
2916,[],0
2917,['21'],1
2918,"['11', '42']",2
2919,['11'],1
2920,[],0
2921,[],0
2922,['11'],1
2923,[],0
2924,[],0
2925,['11'],1
2926,[],0
2927,[],0
2928,[],0
2929,['11'],1
2930,[],0
2931,['19'],1
2932,['19'],1
2933,"['21', '33']",2
2934,[],0
2935,['33'],1
2936,['21'],1
2937,['33'],1
2938,[],0
2939,['11'],1
2940,['42'],1
2941,[],0
2942,['21'],1
2943,"['11', '33']",2
2944,"['19', '42']",2
2945,"['11', '42']",2
2946,['42'],1
2947,[],0
2948,[],0
2949,['33'],1
2950,"['21', '42']",2
2951,[],0
2952,[],0
2953,['42'],1
2954,[],0
2955,['33'],1
2956,['11'],1
2957,[],0
2958,['19'],1
2959,['19'],1
2960,['33'],1
2961,['21'],1
2962,[],0
2963,[],0
2964,[],0
2965,[],0
2966,"['11', '19']",2
2967,['19'],1
2968,['21'],1
2969,['33'],1
2970,['11'],1
2971,['19'],1
2972,[],0
2973,[],0
2974,[],0
2975,['42'],1
2976,[],0
2977,['11'],1
2978,[],0
2979,"['33', '42']",2
2980,[],0
2981,['11'],1
2982,[],0
2983,[],0
2984,[],0
2985,['42'],1
2986,[],0
2987,[],0
2988,['33'],1
2989,[],0
2990,['42'],1
2991,['33'],1
2992,['11'],1
2993,"['21', '42']",2
2994,['33'],1
2995,[],0
2996,"['11', '33', '42']",3
2997,['11'],1
2998,[],0
2999,[],0
3000,[],0
3001,"['19', '21']",2
3002,[],0
3003,[],0
3004,"['19', '33', '42']",3
3005,[],0
3006,[],0
3007,[],0
3008,[],0
3009,[],0
3010,[],0
3011,['42'],1
3012,['42'],1
3013,['19'],1
3014,"['11', '19']",2
3015,"['11', '19']",2
3016,[],0
3017,[],0
3018,[],0
3019,"['11', '19']",2
3020,['19'],1
3021,"['11', '19']",2
3022,['11'],1
3023,[],0
3024,['21'],1
3025,"['11', '19']",2
3026,['42'],1
3027,['11'],1
3028,"['21', '33']",2
3029,['11'],1
3030,[],0
3031,[],0
3032,[],0
3033,[],0
3034,[],0
3035,['21'],1
3036,[],0
3037,['19'],1
3038,['33'],1
3039,['42'],1
3040,['21'],1
3041,['21'],1
3042,[],0
3043,['11'],1
3044,['21'],1
3045,[],0
3046,[],0
3047,['42'],1
3048,[],0
3049,"['11', '19']",2
3050,[],0
3051,['11'],1
3052,['21'],1
3053,[],0
3054,[],0
3055,[],0
3056,['33'],1
3057,[],0
3058,[],0
3059,[],0
3060,"['11', '33']",2
3061,"['21', '33']",2
3062,[],0
3063,[],0
3064,[],0
3065,['42'],1
3066,[],0
3067,[],0
3068,[],0
3069,['21'],1
3070,[],0
3071,['21'],1
3072,[],0
3073,['42'],1
3074,[],0
3075,[],0
3076,['19'],1
3077,['21'],1
3078,[],0
3079,['21'],1
3080,['42'],1
3081,[],0
3082,"['19', '33']",2
3083,[],0
3084,[],0
3085,[],0
3086,['19'],1
3087,[],0
3088,['11'],1
3089,[],0
3090,"['11', '33']",2
3091,[],0
3092,[],0
3093,['33'],1
3094,[],0
3095,['33'],1
3096,[],0
3097,[],0
3098,[],0
3099,"['19', '21']",2
3100,"['19', '21']",2
3101,"['19', '42']",2
3102,[],0
3103,[],0
3104,['11'],1
3105,[],0
3106,[],0
3107,[],0
3108,['21'],1
3109,[],0
3110,['33'],1
3111,['21'],1
3112,"['11', '42']",2
3113,[],0
3114,[],0
3115,"['33', '42']",2
3116,['33'],1
3117,['11'],1
3118,[],0
3119,[],0
3120,['42'],1
3121,['19'],1
3122,[],0
3123,[],0
3124,[],0
3125,['21'],1
3126,['21'],1
3127,[],0
3128,[],0
3129,[],0
3130,"['11', '21']",2
3131,['19'],1
3132,[],0
3133,[],0
3134,[],0
3135,['19'],1
3136,['33'],1
3137,['19'],1
3138,['42'],1
3139,['11'],1
3140,['21'],1
3141,['19'],1
3142,[],0
3143,['33'],1
3144,['42'],1
3145,[],0
3146,[],0
3147,['19'],1
3148,['19'],1
3149,[],0
3150,[],0
3151,"['21', '42']",2
3152,[],0
3153,['19'],1
3154,['21'],1
3155,['11'],1
3156,[],0
3157,[],0
3158,[],0
3159,['19'],1
3160,[],0
3161,[],0
3162,[],0
3163,[],0
3164,[],0
3165,"['33', '42']",2
3166,[],0
3167,[],0
3168,['21'],1
3169,['21'],1
3170,[],0
3171,"['11', '42']",2
3172,[],0
3173,[],0
3174,[],0
3175,[],0
3176,[],0
3177,['21'],1
3178,"['11', '21']",2
3179,[],0
3180,[],0
3181,['21'],1
3182,[],0
3183,[],0
3184,[],0
3185,['42'],1
3186,['21'],1
3187,['19'],1
3188,[],0
3189,[],0
3190,[],0
3191,[],0
3192,[],0
3193,[],0
3194,['21'],1
3195,[],0
3196,[],0
3197,[],0
3198,['21'],1
3199,['42'],1
3200,[],0
3201,[],0
3202,[],0
3203,['21'],1
3204,['21'],1
3205,"['11', '19']",2
3206,[],0
3207,"['19', '21']",2
3208,[],0
3209,[],0
3210,['21'],1
3211,['19'],1
3212,"['11', '42']",2
3213,[],0
3214,['19'],1
3215,[],0
3216,"['19', '42']",2
3217,"['21', '33']",2
3218,['33'],1
3219,"['21', '33']",2
3220,"['19', '33']",2
3221,[],0
3222,[],0
3223,[],0
3224,['42'],1
3225,['19'],1
3226,[],0
3227,['19'],1
3228,['19'],1
3229,['33'],1
3230,[],0
3231,[],0
3232,['33'],1
3233,['21'],1
3234,['33'],1
3235,['33'],1
3236,"['19', '21']",2
3237,['21'],1
3238,[],0
3239,[],0
3240,"['19', '21']",2
3241,['19'],1
3242,[],0
3243,[],0
3244,[],0
3245,[],0
3246,[],0
3247,['42'],1
3248,[],0
3249,['19'],1
3250,[],0
3251,['19'],1
3252,[],0
3253,[],0
3254,['21'],1
3255,[],0
3256,['11'],1
3257,['19'],1
3258,[],0
3259,['11'],1
3260,"['11', '19']",2
3261,['33'],1
3262,['19'],1
3263,[],0
3264,['42'],1
3265,[],0
3266,[],0
3267,[],0
3268,[],0
3269,"['21', '33', '42']",3
3270,['42'],1
3271,['19'],1
3272,[],0
3273,[],0
3274,['42'],1
3275,[],0
3276,[],0
3277,"['11', '42']",2
3278,['33'],1
3279,['19'],1
3280,['33'],1
3281,[],0
3282,[],0
3283,['19'],1
3284,"['11', '21']",2
3285,[],0
3286,[],0
3287,"['21', '42']",2
3288,['33'],1
3289,[],0
3290,['33'],1
3291,"['33', '42']",2
3292,[],0
3293,['11'],1
3294,[],0
3295,['19'],1
3296,"['11', '21']",2
3297,['21'],1
3298,['11'],1
3299,[],0
3300,"['19', '42']",2
3301,['11'],1
3302,[],0
3303,['11'],1
3304,['19'],1
3305,[],0
3306,['11'],1
3307,['11'],1
3308,[],0
3309,[],0
3310,[],0
3311,['11'],1
3312,[],0
3313,[],0
3314,[],0
3315,"['11', '33']",2
3316,['33'],1
3317,[],0
3318,[],0
3319,[],0
3320,[],0
3321,[],0
3322,[],0
3323,"['11', '33']",2
3324,"['19', '21']",2
3325,['21'],1
3326,[],0
3327,"['21', '33']",2
3328,"['11', '21']",2
3329,['21'],1
3330,['19'],1
3331,['19'],1
3332,['19'],1
3333,['11'],1
3334,['21'],1
3335,[],0
3336,['11'],1
3337,[],0
3338,[],0
3339,"['19', '42']",2
3340,[],0
3341,['11'],1
3342,['19'],1
3343,"['21', '33']",2
3344,['33'],1
3345,"['19', '42']",2
3346,[],0
3347,[],0
3348,['19'],1
3349,[],0
3350,"['19', '21']",2
3351,[],0
3352,['19'],1
3353,['21'],1
3354,['19'],1
3355,[],0
3356,[],0
3357,['21'],1
3358,[],0
3359,"['19', '33']",2
3360,[],0
3361,['11'],1
3362,[],0
3363,['42'],1
3364,"['21', '42']",2
3365,['42'],1
3366,[],0
3367,['19'],1
3368,['21'],1
3369,['33'],1
3370,['19'],1
3371,['19'],1
3372,['42'],1
3373,['21'],1
3374,['11'],1
3375,[],0
3376,[],0
3377,[],0
3378,['11'],1
3379,['42'],1
3380,"['19', '42']",2
3381,['19'],1
3382,['19'],1
3383,['33'],1
3384,['21'],1
3385,['42'],1
3386,['21'],1
3387,[],0
3388,['21'],1
3389,[],0
3390,['21'],1
3391,['21'],1
3392,['21'],1
3393,['33'],1
3394,[],0
3395,['19'],1
3396,[],0
3397,[],0
3398,[],0
3399,[],0
3400,[],0
3401,[],0
3402,['11'],1
3403,['19'],1
3404,[],0
3405,[],0
3406,[],0
3407,['42'],1
3408,[],0
3409,[],0
3410,['21'],1
3411,"['11', '19', '21']",3
3412,[],0
3413,"['19', '21']",2
3414,[],0
3415,['42'],1
3416,['42'],1
3417,[],0
3418,[],0
